season,teams,rounds,scoring_type,slots_qb,slots_rb,slots_wr,slots_te,slots_flex,slots_k,slots_def,slots_bn,fold,strategy,feature,coefficient
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,run_aware,TE,0.07357747921554365
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,run_aware,K,0.0
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,next_turn_aware,market_rank,11.989339938943983
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,next_turn_aware,next_turn_demand,0.10963591802960393
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,next_turn_aware,next_turn_competition,-0.630772139375334
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,next_turn_aware,QB,-0.10435281687765803
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,next_turn_aware,RB,0.044439594120845596
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,next_turn_aware,WR,0.06860948226103439
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,next_turn_aware,TE,-0.008696259504292985
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,next_turn_aware,K,0.0
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,roster_plus_run,market_rank,11.955335029555897
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,roster_plus_run,starter_need,0.9206013071931595
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,roster_plus_run,roster_count,2.263314169483747
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,roster_plus_run,recent_position_run,0.7109140535963216
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,roster_plus_run,starter_need_late,0.27559613118451515
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,roster_plus_run,QB,-0.28730352753653693
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,roster_plus_run,RB,0.2984471783457821
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,roster_plus_run,WR,0.23011279923737576
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,roster_plus_run,TE,-0.2412564500481534
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,roster_plus_run,K,0.0
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,roster_plus_next_turn,market_rank,11.941429621933699
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,roster_plus_next_turn,starter_need,1.0850587497138882
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,roster_plus_next_turn,roster_count,2.3546190940017544
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,roster_plus_next_turn,next_turn_demand,0.02809940701893809
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,roster_plus_next_turn,next_turn_competition,-0.7627412623216764
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,roster_plus_next_turn,starter_need_late,0.06098465265209745
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,roster_plus_next_turn,QB,-0.3847272900950836
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,roster_plus_next_turn,RB,0.35698392989997574
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,roster_plus_next_turn,WR,0.33347580901359886
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,roster_plus_next_turn,TE,-0.3057324488183993
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,roster_plus_next_turn,K,0.0
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,opponent_aware,market_rank,11.99802316840476
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,opponent_aware,starter_need,1.0458524261413393
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,opponent_aware,roster_count,2.249068540248527
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,opponent_aware,recent_position_run,0.7274588167134012
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,opponent_aware,next_turn_demand,0.014356019533771686
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,opponent_aware,next_turn_competition,-0.8158007939452837
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,opponent_aware,starter_need_late,0.1166330194269631
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,opponent_aware,QB,-0.27643255061449784
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,opponent_aware,RB,0.25157160660684985
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,opponent_aware,WR,0.20708282862680402
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,opponent_aware,TE,-0.18222188461900715
2020,8,17,ppr,1,2,3,1,2,0,0,8,50,opponent_aware,K,0.0
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,adp_only,market_rank,5.555278558744873
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,position_baseline,market_rank,5.690028394189647
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,position_baseline,QB,-0.22087089897907244
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,position_baseline,RB,-0.148274571223658
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,position_baseline,WR,-0.06496916804744794
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,position_baseline,TE,-0.12340731804054117
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,position_baseline,K,0.5575219562906331
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_aware,market_rank,5.537559402322173
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_aware,starter_need,-1.591882457425259
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_aware,roster_count,2.6103360586054145
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_aware,starter_need_late,4.428520348483642
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_aware,QB,-0.062164762981100616
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_aware,RB,0.5556912917009829
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_aware,WR,0.578598309083398
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_aware,TE,0.0063055691268753605
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_aware,K,-1.0784304069299044
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,run_aware,market_rank,5.72125693079458
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,run_aware,recent_position_run,1.067614540904876
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,run_aware,QB,-0.11350154780972081
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,run_aware,RB,-0.2922372971387466
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,run_aware,WR,-0.2160947383852966
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,run_aware,TE,0.0008039056929007835
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,run_aware,K,0.6210296776406392
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,next_turn_aware,market_rank,5.782313185715402
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,next_turn_aware,next_turn_demand,-0.6916195434232636
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,next_turn_aware,next_turn_competition,-0.4914462487848359
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,next_turn_aware,QB,-0.4009592529209436
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,next_turn_aware,RB,-0.31800147278296337
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,next_turn_aware,WR,-0.21727490107620043
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,next_turn_aware,TE,-0.1670430579693617
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,next_turn_aware,K,1.1032786847493152
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_run,market_rank,5.5751530072794395
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_run,starter_need,-1.4123677334990565
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_run,roster_count,2.3479659873448515
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_run,recent_position_run,0.9165942624185197
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_run,starter_need_late,4.102920232531819
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_run,QB,0.03165278095344402
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_run,RB,0.38966796885913224
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_run,WR,0.41398317840507465
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_run,TE,0.10860712868775609
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_run,K,-0.9439110569058374
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_next_turn,market_rank,5.634773126157347
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_next_turn,starter_need,-1.058127296315973
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_next_turn,roster_count,2.590407396416645
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_next_turn,next_turn_demand,-0.8961055944427614
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_next_turn,next_turn_competition,-0.4802954285100014
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_next_turn,starter_need_late,3.687597828652307
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_next_turn,QB,-0.27420208608000984
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_next_turn,RB,0.3418699993329223
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_next_turn,WR,0.385036995209509
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_next_turn,TE,-0.06524317479044922
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_next_turn,K,-0.3874617336727622
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,market_rank,5.6717768800527315
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,starter_need,-0.9038720651427523
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,roster_count,2.32642772479565
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,recent_position_run,0.8969229937914188
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,next_turn_demand,-0.9210455362205371
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,next_turn_competition,-0.4386076602698081
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,starter_need_late,3.4156982636733755
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,QB,-0.17062561005147653
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,RB,0.18507342623041043
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,WR,0.2293897138429588
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,TE,0.03987416044450272
2020,10,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,K,-0.28371169046750444
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,adp_only,market_rank,6.128993237073504
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,position_baseline,market_rank,6.257515992014044
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,position_baseline,QB,-0.22653175041987578
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,position_baseline,RB,-0.13010078546654824
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,position_baseline,WR,-0.053696139879376235
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,position_baseline,TE,-0.1264656406440236
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,position_baseline,K,0.5367943164069316
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_aware,market_rank,6.121465404504569
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_aware,starter_need,-1.3548203782653718
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_aware,roster_count,4.015511780129573
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_aware,starter_need_late,4.013403016721858
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_aware,QB,-0.13050850514092638
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_aware,RB,0.7230173519604686
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_aware,WR,0.7409516638237055
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_aware,TE,-0.046813116016689416
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_aware,K,-1.2866473946282135
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,run_aware,market_rank,6.284884762742831
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,run_aware,recent_position_run,0.847898383424804
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,run_aware,QB,-0.14121921474864846
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,run_aware,RB,-0.23569089788784695
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,run_aware,WR,-0.1752392250175009
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,run_aware,TE,-0.02917674971100718
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,run_aware,K,0.5813260873629019
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,next_turn_aware,market_rank,6.336291931723626
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,next_turn_aware,next_turn_demand,-0.6205888334402908
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,next_turn_aware,next_turn_competition,-0.5238207006151052
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,next_turn_aware,QB,-0.3908933693836731
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,next_turn_aware,RB,-0.2994742572952068
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,next_turn_aware,WR,-0.2205016214225565
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,next_turn_aware,TE,-0.17670067652362906
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,next_turn_aware,K,1.0875699246227408
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_run,market_rank,6.148455940326454
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_run,starter_need,-1.2290188004579747
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_run,roster_count,3.777826594085111
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_run,recent_position_run,0.6656464208154339
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_run,starter_need_late,3.790810941918012
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_run,QB,-0.0632142641867958
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_run,RB,0.6071600277317475
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_run,WR,0.6177742154942554
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_run,TE,0.026077218978963732
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_run,K,-1.1877971980188902
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_next_turn,market_rank,6.2119785109860715
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_next_turn,starter_need,-0.826229516927322
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_next_turn,roster_count,4.06676406458387
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_next_turn,next_turn_demand,-0.7704765504706306
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_next_turn,next_turn_competition,-0.5902641575404833
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_next_turn,starter_need_late,3.2339949388895515
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_next_turn,QB,-0.3408766870212618
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_next_turn,RB,0.5081080002217113
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_next_turn,WR,0.5304950386025618
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_next_turn,TE,-0.1294055179885533
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,roster_plus_next_turn,K,-0.5683208338162858
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,market_rank,6.2362901608228345
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,starter_need,-0.7181952032052733
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,roster_count,3.823376006937997
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,recent_position_run,0.6402307178654745
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,next_turn_demand,-0.7657230330184821
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,next_turn_competition,-0.5708524047681471
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,starter_need_late,3.047556662366958
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,QB,-0.266755161810542
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,RB,0.40069607318465195
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,WR,0.4160116902586246
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,TE,-0.05504974178039156
2020,12,15,ppr,1,2,2,1,2,1,1,5,50,opponent_aware,K,-0.49490285985373095
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,adp_only,market_rank,8.70775845559955
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,position_baseline,market_rank,8.735104614877338
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,position_baseline,QB,-0.058358993758261334
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,position_baseline,RB,0.040378223924310695
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,position_baseline,WR,0.10379063284458598
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,position_baseline,TE,-0.08580986301319438
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,position_baseline,K,0.0
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_aware,market_rank,8.665872532003876
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_aware,starter_need,0.46711422233719524
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_aware,roster_count,4.748043993349231
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_aware,starter_need_late,0.6518983550575354
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_aware,QB,-0.5055682548339299
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_aware,RB,0.5449623708134037
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_aware,WR,0.5379501218335306
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_aware,TE,-0.5773442378182277
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_aware,K,0.0
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,run_aware,market_rank,8.742914860111387
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,run_aware,recent_position_run,0.6809186209365297
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,run_aware,QB,0.029917633191101772
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,run_aware,RB,-0.041395564304567846
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,run_aware,WR,0.00901993681229526
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,run_aware,TE,0.0024579942994373515
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,run_aware,K,0.0
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,next_turn_aware,market_rank,8.764374606747996
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,next_turn_aware,next_turn_demand,-0.17378149840314253
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,next_turn_aware,next_turn_competition,-0.7232648718415434
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,next_turn_aware,QB,-0.04918176657938284
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,next_turn_aware,RB,-0.005496113304319009
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,next_turn_aware,WR,0.062057939518994486
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,next_turn_aware,TE,-0.007380059638104077
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,next_turn_aware,K,0.0
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_plus_run,market_rank,8.674640563236578
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_plus_run,starter_need,0.5402081910108079
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_plus_run,roster_count,4.521446822675453
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_plus_run,recent_position_run,0.571943712388247
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_plus_run,starter_need_late,0.5512171337923139
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_plus_run,QB,-0.4191475717963965
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_plus_run,RB,0.4617743378005144
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_plus_run,WR,0.44901479123893767
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_plus_run,TE,-0.491641557248323
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_plus_run,K,0.0
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_plus_next_turn,market_rank,8.720748428663555
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_plus_next_turn,starter_need,0.8642147369216107
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_plus_next_turn,roster_count,4.762707987325164
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_plus_next_turn,next_turn_demand,-0.39338012834116043
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_plus_next_turn,next_turn_competition,-1.1961577771421967
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_plus_next_turn,starter_need_late,0.2517985087148191
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_plus_next_turn,QB,-0.5025363448673187
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_plus_next_turn,RB,0.4793708087413815
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_plus_next_turn,WR,0.47942022214914776
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_plus_next_turn,TE,-0.45625468602737806
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,roster_plus_next_turn,K,0.0
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,opponent_aware,market_rank,8.730512750820022
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,opponent_aware,starter_need,0.9441647289584154
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,opponent_aware,roster_count,4.519828500917076
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,opponent_aware,recent_position_run,0.5816466642654334
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,opponent_aware,next_turn_demand,-0.4116032489860948
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,opponent_aware,next_turn_competition,-1.1988103428234964
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,opponent_aware,starter_need_late,0.1437851668713823
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,opponent_aware,QB,-0.4119487733907097
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,opponent_aware,RB,0.3918649022992976
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,opponent_aware,WR,0.38680495959504824
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,opponent_aware,TE,-0.366721088505256
2020,12,16,half_ppr,1,2,2,1,2,0,1,7,50,opponent_aware,K,0.0
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,adp_only,market_rank,8.124706115470024
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,position_baseline,market_rank,8.595769810508815
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,position_baseline,QB,-0.17300019668893524
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,position_baseline,RB,-0.37639036893095756
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,position_baseline,WR,-0.15713929650572228
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,position_baseline,TE,-0.07391558345541754
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,position_baseline,K,0.7804454455814785
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,roster_aware,market_rank,8.689219452928294
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,roster_aware,starter_need,-1.739154122218222
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,roster_aware,roster_count,3.440962011150173
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,roster_aware,starter_need_late,5.632615918309807
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,roster_aware,QB,0.05357827009937634
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,roster_aware,RB,0.6614138125859
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,roster_aware,WR,0.8200039193061615
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,roster_aware,TE,0.11740450971251702
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,roster_aware,K,-1.6524005117016454
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,run_aware,market_rank,8.692042197597397
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,run_aware,recent_position_run,1.3106174299909412
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,run_aware,QB,-0.019887856884275183
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,run_aware,RB,-0.5525696210310739
2021,10,14,ppr,1,2,2,1,1,1,1,0,50,run_aware,WR,-0.3746144871909784
