teams,rounds,scoring_type,slots_qb,slots_rb,slots_wr,slots_te,slots_flex,slots_k,slots_def,slots_bn,drafts,picks,seasons,first_season,last_season
10,15,ppr,1,2,2,1,2,1,1,5,968,145198,6,2020,2025
12,15,ppr,1,2,2,1,2,1,1,5,843,151739,6,2020,2025
12,14,ppr,1,2,2,1,2,0,0,6,517,86856,6,2020,2025
12,15,ppr,1,2,2,1,2,0,0,7,449,80820,6,2020,2025
12,16,ppr,1,2,2,1,2,1,1,6,310,59518,6,2020,2025
10,15,ppr,1,2,2,1,3,0,0,6,303,45450,6,2020,2025
12,15,ppr,1,2,2,1,3,0,0,6,275,49500,6,2020,2025
12,15,ppr,1,2,3,1,2,0,0,6,255,45900,6,2020,2025
12,15,half_ppr,1,2,2,1,2,0,1,6,253,45540,6,2020,2025
12,16,ppr,1,2,2,1,3,0,0,7,245,47040,6,2020,2025
12,15,ppr,1,2,2,1,1,1,1,6,228,41039,6,2020,2025
10,16,ppr,1,2,2,1,2,1,1,6,201,32160,6,2020,2025
8,15,ppr,1,2,2,1,2,1,1,5,183,21959,6,2020,2025
12,13,ppr,1,2,2,1,2,0,0,5,180,28081,6,2020,2025
12,20,ppr,1,2,3,1,2,0,0,11,166,39840,5,2021,2025
12,15,half_ppr,1,2,2,1,1,1,1,6,166,29880,6,2020,2025
12,18,half_ppr,1,2,3,1,1,0,0,10,159,34344,5,2021,2025
12,15,ppr,1,2,2,1,2,0,1,6,147,26460,6,2020,2025
12,18,ppr,1,2,2,1,2,0,0,10,146,31536,6,2020,2025
12,19,ppr,1,2,3,1,2,0,0,10,142,32376,5,2021,2025
12,14,half_ppr,1,2,2,1,2,0,1,5,138,23184,6,2020,2025
12,16,ppr,1,2,3,1,2,0,0,7,134,25728,6,2020,2025
12,16,ppr,1,2,2,1,1,1,1,7,134,25723,6,2020,2025
12,18,ppr,1,2,3,1,2,0,0,9,130,28080,6,2020,2025
12,17,ppr,1,2,2,1,2,1,1,7,127,25908,6,2020,2025
12,20,ppr,1,2,3,1,2,0,1,10,123,29520,4,2021,2025
10,16,ppr,1,2,2,1,3,0,0,7,121,19360,6,2020,2025
10,14,ppr,1,2,2,1,2,0,0,6,120,16800,6,2020,2025
12,16,half_ppr,1,2,2,1,2,0,1,7,115,22080,6,2020,2025
12,16,half_ppr,1,2,3,1,2,0,1,6,115,22080,6,2020,2025
12,14,ppr,1,2,2,1,1,1,1,5,115,19318,6,2020,2025
10,17,ppr,1,2,2,1,2,1,1,7,113,19210,6,2020,2025
12,22,ppr,1,2,3,1,3,0,0,12,108,28512,5,2021,2025
12,15,half_ppr,1,2,2,1,2,1,1,5,108,19440,6,2020,2025
12,16,half_ppr,1,2,2,1,2,1,1,6,107,20532,6,2020,2025
12,20,ppr,1,2,3,1,1,0,0,10,104,24960,3,2021,2024
12,14,ppr,1,2,3,1,2,0,0,5,103,17304,6,2020,2025
10,15,ppr,1,2,2,1,1,1,1,6,101,15150,6,2020,2025
12,14,ppr,1,2,3,1,1,0,1,5,98,16464,5,2021,2025
10,14,ppr,1,2,2,1,3,0,0,5,97,13580,6,2020,2025
12,20,ppr,1,2,3,1,3,0,0,10,96,23040,6,2020,2025
12,16,ppr,1,2,2,1,2,0,1,7,95,18240,6,2020,2025
12,14,ppr,1,2,2,1,3,0,0,5,95,15960,5,2021,2025
10,14,ppr,1,2,2,1,1,1,1,5,94,13160,6,2020,2025
10,14,ppr,1,2,2,1,1,1,1,0,92,12880,4,2021,2024
12,20,ppr,1,2,2,1,2,0,0,12,88,21120,6,2020,2025
10,15,half_ppr,1,2,2,1,2,1,1,5,82,12299,6,2020,2025
12,18,ppr,1,2,3,1,1,0,0,10,81,17496,5,2021,2025
12,16,half_ppr,1,2,2,1,1,1,1,7,77,14784,6,2020,2025
12,19,ppr,1,2,3,1,1,0,0,11,75,17100,2,2023,2024
12,14,ppr,1,2,2,1,2,0,1,5,75,12599,6,2020,2025
10,15,ppr,1,2,2,1,2,0,0,7,73,10950,6,2020,2025
10,16,ppr,1,2,2,1,1,1,1,7,72,11503,6,2020,2025
12,20,ppr,1,2,2,1,3,0,0,11,69,16560,6,2020,2025
14,23,half_ppr,1,2,3,1,2,0,0,14,68,21896,2,2024,2025
10,18,ppr,1,2,2,1,2,1,1,8,67,12060,6,2020,2025
12,23,ppr,1,2,2,1,3,0,0,14,64,17664,5,2021,2025
12,20,ppr,1,2,3,1,1,0,0,12,63,15120,5,2021,2025
14,15,ppr,1,2,2,1,2,1,1,5,63,13230,6,2020,2025
10,21,ppr,1,2,2,1,2,0,0,13,61,12810,1,2025,2025
12,21,ppr,1,2,3,1,2,0,0,12,60,15120,5,2021,2025
14,16,half_ppr,1,2,3,1,1,1,1,6,60,13439,6,2020,2025
12,16,ppr,1,2,2,1,2,0,0,8,60,11520,6,2020,2025
12,18,ppr,1,2,2,1,3,0,0,9,59,12744,5,2021,2025
10,15,ppr,1,2,2,1,2,0,1,6,59,8850,6,2020,2025
10,15,ppr,1,2,2,1,2,1,1,0,58,8696,5,2021,2025
12,15,ppr,1,2,2,1,2,1,1,0,57,10260,5,2021,2025
10,16,ppr,1,2,3,1,3,0,0,6,57,9120,6,2020,2025
10,21,ppr,1,2,2,1,3,0,0,12,55,11550,4,2021,2024
10,18,ppr,1,2,2,1,2,0,0,10,55,9900,5,2021,2025
10,13,ppr,1,2,2,1,2,0,0,5,55,7150,6,2020,2025
10,22,ppr,1,2,3,1,3,0,0,12,54,11880,5,2021,2025
10,17,ppr,1,2,2,1,4,0,0,7,53,9010,5,2020,2025
12,14,half_ppr,1,2,2,1,2,0,0,6,53,8904,6,2020,2025
8,17,ppr,1,2,3,1,2,0,0,8,53,7207,1,2020,2020
12,17,ppr,1,2,2,1,3,0,0,8,51,10404,6,2020,2025
12,16,ppr,1,2,3,1,1,1,1,6,51,9791,6,2020,2025
12,16,ppr,1,2,3,1,3,0,0,6,49,9408,6,2020,2025
10,16,ppr,1,2,2,1,2,0,0,8,49,7842,6,2020,2025
10,15,half_ppr,1,2,2,1,1,1,1,6,48,7200,6,2020,2025
12,26,ppr,1,2,3,1,3,0,0,16,46,14352,3,2023,2025
10,16,ppr,1,2,2,1,2,0,1,7,46,7360,6,2020,2025
10,15,ppr,1,2,3,1,2,0,0,6,46,6900,6,2020,2025
12,21,ppr,1,2,2,1,2,0,0,12,45,11340,5,2021,2025
12,14,half_ppr,1,2,2,1,1,1,1,5,44,7392,6,2020,2025
10,17,ppr,1,2,2,1,3,0,0,8,43,7310,6,2020,2025
12,14,ppr,1,2,3,1,1,0,0,6,42,7056,6,2020,2025
12,18,ppr,1,2,2,1,2,1,1,8,41,8856,6,2020,2025
12,15,ppr,1,2,3,1,1,1,1,5,41,7380,6,2020,2025
12,21,ppr,1,2,2,1,3,0,0,12,40,10080,5,2021,2025
12,17,ppr,1,2,3,1,2,0,0,8,40,8160,6,2020,2025
10,16,ppr,1,2,3,1,2,0,0,7,40,6400,6,2020,2025
10,14,ppr,1,2,2,1,2,0,1,5,40,5600,6,2020,2025
10,24,ppr,1,2,3,1,2,0,0,15,39,9360,5,2021,2025
12,20,ppr,1,2,3,1,0,0,0,10,39,9360,1,2025,2025
12,18,half_ppr,1,2,3,1,2,0,0,9,39,8424,5,2021,2025
10,16,half_ppr,1,2,2,1,2,1,1,6,39,6240,6,2020,2025
12,22,half_ppr,1,2,3,1,2,0,0,13,38,10032,4,2021,2025
12,22,ppr,1,2,2,1,4,0,0,12,38,10032,5,2021,2025
12,22,ppr,1,2,2,1,3,0,0,13,37,9768,5,2021,2025
12,19,ppr,1,2,2,1,3,0,0,10,37,8436,6,2020,2025
10,21,ppr,1,2,3,1,2,0,0,12,37,7770,5,2021,2025
12,15,ppr,1,2,3,1,1,0,1,6,37,6660,6,2020,2025
12,13,half_ppr,1,2,2,1,2,0,0,5,37,5772,6,2020,2025
12,16,ppr,1,2,3,1,2,0,1,6,36,6912,6,2020,2025
8,16,ppr,1,2,2,1,2,1,1,6,36,4608,6,2020,2025
12,16,ppr,1,2,2,1,3,0,1,6,34,6528,6,2020,2025
12,15,half_ppr,1,2,3,1,2,0,0,6,34,6120,6,2020,2025
8,15,ppr,1,2,2,1,0,0,0,6,34,4080,3,2022,2024
12,21,ppr,1,2,3,1,3,0,0,11,32,8064,4,2022,2025
10,13,ppr,1,2,2,1,2,0,0,0,32,4160,3,2022,2024
12,22,ppr,1,2,3,1,2,0,0,13,31,8184,5,2021,2025
12,20,half_ppr,1,2,3,1,3,0,0,10,31,7439,4,2021,2024
10,20,ppr,1,2,2,1,2,0,0,12,31,6200,5,2021,2025
12,14,ppr,1,2,2,1,1,1,1,0,31,5208,4,2021,2024
10,14,half_ppr,1,2,2,1,1,1,1,5,31,4340,6,2020,2025
12,19,half_ppr,1,2,2,1,3,0,0,10,30,6840,4,2021,2025
12,16,ppr,1,2,2,1,2,1,1,0,30,5760,4,2021,2025
12,15,ppr,1,2,2,1,3,0,1,5,30,5400,5,2020,2024
12,17,ppr,1,2,3,1,2,1,1,6,29,5916,6,2020,2025
12,17,ppr,1,2,3,1,3,0,0,7,29,5914,5,2021,2025
12,16,half_ppr,1,2,3,1,1,1,1,6,29,5568,6,2020,2025
10,19,ppr,1,2,3,1,2,0,0,10,29,5510,6,2020,2025
12,18,half_ppr,1,2,2,1,2,0,0,10,28,6048,4,2021,2025
12,16,ppr,1,2,3,1,2,1,1,5,28,5376,6,2020,2025
10,18,ppr,1,2,3,1,2,0,0,9,28,5040,5,2021,2025
10,15,ppr,1,2,3,1,1,1,1,5,27,4050,6,2020,2025
12,20,half_ppr,1,2,3,1,2,0,0,11,26,6240,4,2021,2025
12,20,ppr,1,2,2,1,4,0,0,10,26,6240,5,2021,2025
10,16,half_ppr,1,2,2,1,1,1,1,7,26,4160,6,2020,2025
12,13,ppr,1,2,3,1,1,0,0,5,26,4044,6,2020,2025
10,14,half_ppr,1,2,2,1,2,0,1,5,26,3640,6,2020,2025
10,14,ppr,1,2,2,1,2,0,0,5,26,3640,3,2021,2023
10,19,ppr,1,2,2,1,3,0,0,10,25,4750,6,2020,2025
10,18,ppr,1,2,3,1,3,0,0,8,25,4500,6,2020,2025
12,15,ppr,1,2,2,1,0,1,1,6,25,4500,5,2020,2024
12,19,half_ppr,1,2,3,1,2,0,0,10,24,5472,4,2021,2025
12,18,ppr,1,2,2,1,3,0,1,8,24,5184,4,2021,2025
10,20,ppr,1,2,2,1,2,1,1,10,24,4800,6,2020,2025
10,24,ppr,1,2,3,1,3,0,0,14,23,5520,4,2021,2025
12,18,half_ppr,1,2,2,1,3,0,0,9,23,4968,4,2022,2025
12,17,ppr,1,2,2,1,3,1,1,6,23,4692,6,2020,2025
10,20,ppr,1,2,2,1,3,0,0,11,23,4600,5,2021,2025
10,18,ppr,1,2,3,1,2,1,1,7,23,4140,6,2020,2025
10,16,ppr,1,2,2,1,0,1,1,7,23,3680,1,2023,2023
10,16,ppr,1,2,3,1,1,1,1,6,23,3680,6,2020,2025
10,15,half_ppr,1,2,2,1,2,0,1,6,23,3450,6,2020,2025
12,17,ppr,1,2,3,1,1,1,1,7,22,4488,6,2020,2025
10,20,ppr,1,2,3,1,2,0,0,11,22,4400,5,2021,2025
12,15,ppr,1,2,3,1,2,0,1,5,22,3960,6,2020,2025
12,15,half_ppr,1,2,2,1,2,0,0,7,22,3952,6,2020,2025
8,17,ppr,1,2,2,1,2,1,1,7,22,2992,6,2020,2025
12,18,ppr,1,2,3,1,3,0,0,8,21,4536,5,2021,2025
10,20,ppr,1,2,3,1,3,0,0,10,21,4200,5,2021,2025
10,16,ppr,1,2,3,1,2,0,1,6,21,3360,5,2020,2024
12,20,ppr,1,2,2,1,2,1,1,10,20,4800,6,2020,2025
12,16,half_ppr,1,2,3,1,2,0,0,7,20,3840,6,2020,2025
12,20,half_ppr,1,2,3,1,0,0,0,10,19,4560,1,2025,2025
12,18,ppr,1,2,2,1,4,0,0,8,19,4104,5,2020,2025
12,15,half_ppr,1,2,2,1,2,1,1,0,19,3420,3,2020,2023
12,15,half_ppr,1,2,2,1,3,0,0,6,19,3420,6,2020,2025
10,15,ppr,1,2,2,1,0,1,1,6,19,2850,4,2021,2025
12,16,ppr,1,2,2,1,1,0,0,7,18,3456,5,2020,2025
10,18,ppr,1,2,3,1,1,1,1,8,18,3240,6,2020,2025
10,17,ppr,1,2,2,1,3,1,1,6,18,3060,5,2021,2025
10,17,ppr,1,2,3,1,2,0,0,8,18,3060,5,2020,2024
12,25,ppr,1,2,3,1,3,0,0,15,17,5100,5,2021,2025
12,24,ppr,1,2,3,1,2,0,0,15,17,4896,5,2021,2025
12,23,ppr,1,1,1,1,5,0,0,14,17,4692,1,2024,2024
12,20,half_ppr,1,2,2,1,2,0,0,12,17,4080,4,2021,2024
12,17,half_ppr,1,2,2,1,2,1,1,7,17,3468,6,2020,2025
10,18,ppr,1,2,2,1,3,0,0,9,17,3060,6,2020,2025
10,18,ppr,1,2,2,1,3,1,1,7,17,3060,4,2022,2025
12,15,ppr,1,2,2,1,1,1,1,0,17,3060,4,2020,2023
12,15,ppr,1,2,3,1,1,0,0,7,17,3060,6,2020,2025
10,17,ppr,1,2,2,1,2,0,1,8,17,2890,6,2020,2025
10,14,ppr,1,2,3,1,2,0,0,5,17,2380,4,2021,2024
8,15,ppr,1,2,2,1,1,1,1,6,17,2040,6,2020,2025
14,22,half_ppr,1,2,3,1,1,0,0,14,16,4928,1,2023,2023
14,20,ppr,1,2,3,1,3,0,0,10,16,4480,3,2022,2025
12,23,ppr,1,2,3,1,3,0,0,13,16,4416,3,2023,2025
14,15,ppr,1,2,2,1,1,1,1,6,16,3360,6,2020,2025
12,17,ppr,1,2,2,1,2,0,1,8,16,3264,6,2020,2025
10,20,ppr,1,2,2,1,4,0,0,10,16,3200,4,2021,2025
14,14,ppr,1,2,2,1,2,0,0,6,16,3136,5,2020,2025
12,16,ppr,1,2,2,1,3,0,0,0,16,3072,3,2021,2024
10,19,ppr,1,2,3,1,2,1,1,8,16,3040,3,2022,2024
10,17,ppr,1,2,3,1,2,1,1,6,16,2720,6,2020,2025
12,14,ppr,1,2,2,1,1,0,1,6,16,2688,4,2020,2025
10,16,ppr,1,2,2,1,3,1,1,5,16,2560,5,2021,2025
10,15,ppr,1,2,2,1,3,0,1,5,16,2400,6,2020,2025
12,12,ppr,1,2,2,1,1,0,0,5,16,2292,6,2020,2025
14,24,ppr,1,2,2,1,2,0,1,15,15,5040,3,2021,2023
12,19,ppr,1,2,2,1,3,1,1,8,15,3420,5,2021,2025
12,17,ppr,1,2,2,1,1,1,1,8,15,3060,6,2020,2025
12,15,half_ppr,1,2,3,1,1,0,1,6,15,2700,5,2020,2025
12,13,half_ppr,1,2,3,1,1,0,0,5,15,2340,5,2020,2025
10,24,ppr,1,1,2,1,5,0,0,14,14,3360,1,2023,2023
10,22,ppr,1,2,3,1,2,0,0,13,14,3080,4,2021,2025
12,18,ppr,1,2,3,1,1,1,1,8,14,3024,6,2020,2025
10,21,ppr,1,2,3,1,3,0,0,11,14,2940,3,2021,2024
10,17,ppr,1,2,3,1,1,1,1,7,14,2380,4,2020,2024
12,14,ppr,1,2,2,1,0,1,1,6,14,2352,6,2020,2025
10,16,half_ppr,1,2,3,1,1,1,1,6,14,2240,5,2020,2025
12,24,ppr,1,2,3,1,3,0,0,14,13,3744,5,2021,2025
12,20,half_ppr,1,2,3,1,1,0,0,12,13,3120,4,2021,2025
12,20,ppr,1,2,3,1,1,0,1,11,13,3120,1,2021,2021
12,18,ppr,1,2,3,1,2,1,1,7,13,2808,6,2020,2025
12,17,ppr,1,2,2,1,2,0,0,9,13,2652,5,2020,2024
12,16,half_ppr,1,2,2,1,2,0,0,0,13,2496,2,2021,2025
10,17,ppr,1,2,3,1,2,0,1,7,13,2210,5,2020,2025
12,14,half_ppr,1,2,2,1,1,0,1,6,13,2184,6,2020,2025
10,16,ppr,1,2,2,1,4,0,0,6,13,2080,5,2020,2025
10,16,ppr,1,2,3,1,2,1,1,5,13,2080,5,2020,2024
12,26,ppr,1,2,3,1,4,0,0,15,12,3743,4,2021,2025
12,25,ppr,1,1,1,1,5,0,0,16,12,3600,1,2024,2024
10,23,ppr,1,2,2,1,3,0,0,14,12,2760,4,2021,2025
14,15,half_ppr,1,2,2,1,2,1,1,5,12,2520,6,2020,2025
12,17,half_ppr,1,2,3,1,2,0,0,8,12,2448,5,2021,2025
14,14,ppr,1,2,2,1,1,1,1,5,12,2352,6,2020,2025
12,16,half_ppr,1,2,2,1,2,0,0,8,12,2304,4,2020,2023
12,16,ppr,1,2,3,1,1,0,0,8,12,2304,4,2020,2024
10,18,ppr,1,2,3,1,1,0,0,10,12,2160,4,2021,2025
10,17,ppr,1,2,3,1,3,0,0,7,12,2040,4,2021,2025
12,14,half_ppr,1,2,2,1,3,0,0,5,12,2016,6,2020,2025
12,14,half_ppr,1,2,3,1,1,0,0,6,12,2016,6,2020,2025
12,14,half_ppr,1,2,3,1,2,0,0,5,12,2016,5,2021,2025
12,13,half_ppr,1,2,2,1,1,0,1,5,12,1872,5,2020,2025
12,13,ppr,1,2,2,1,0,1,1,5,12,1872,5,2020,2024
10,15,ppr,1,2,2,1,2,0,0,6,12,1800,4,2021,2025
10,15,std,1,2,2,1,2,1,1,0,12,1800,4,2021,2025
8,18,ppr,1,2,2,1,2,1,1,8,12,1728,5,2021,2025
10,13,half_ppr,1,2,2,1,2,0,0,5,12,1560,5,2020,2024
8,14,ppr,1,2,2,1,1,1,1,5,12,1344,5,2020,2025
12,21,half_ppr,1,1,1,1,6,0,0,11,11,2772,1,2024,2024
14,16,ppr,1,2,2,1,2,1,1,6,11,2464,4,2021,2025
14,15,ppr,1,0,0,0,8,0,0,6,11,2310,3,2022,2024
14,15,ppr,1,2,2,1,2,0,0,7,11,2310,3,2021,2025
12,17,half_ppr,1,2,2,1,2,0,0,9,11,2244,2,2020,2022
12,16,ppr,1,2,2,1,3,1,1,5,11,2112,5,2021,2025
12,15,half_ppr,1,2,2,1,0,1,1,6,11,1980,3,2020,2023
12,15,ppr,1,2,3,1,3,0,0,5,11,1980,5,2020,2025
12,15,std,1,2,2,1,1,1,1,6,11,1980,2,2020,2021
12,15,std,1,2,2,1,2,1,1,5,11,1979,6,2020,2025
10,16,ppr,1,2,2,1,3,0,1,6,11,1760,4,2021,2025
12,13,ppr,1,2,2,1,1,0,0,6,11,1716,4,2020,2025
10,14,ppr,1,2,3,1,1,0,0,6,11,1540,6,2020,2025
8,14,ppr,1,2,2,1,2,0,0,6,11,1232,5,2021,2025
12,24,ppr,1,2,2,1,3,0,0,15,10,2880,5,2021,2025
12,22,ppr,1,2,2,1,2,0,0,13,10,2640,2,2022,2023
12,22,ppr,1,2,2,1,2,0,0,14,10,2640,4,2021,2025
10,25,ppr,1,2,3,1,3,0,0,15,10,2500,4,2021,2025
10,23,ppr,1,2,3,1,2,0,0,14,10,2300,2,2024,2025
12,19,ppr,1,2,3,1,3,0,0,9,10,2280,5,2021,2025
12,16,ppr,1,2,2,1,1,1,1,6,10,1920,4,2022,2025
14,13,ppr,1,2,2,1,2,0,0,5,10,1820,6,2020,2025
12,15,std,1,2,2,1,0,1,1,6,10,1800,4,2020,2025
12,14,ppr,1,2,2,1,2,1,1,4,10,1680,4,2022,2025
10,16,ppr,1,2,3,1,1,0,1,7,10,1600,5,2020,2025
10,15,half_ppr,1,2,2,1,2,0,0,7,10,1501,4,2021,2025
8,16,ppr,1,2,2,1,3,0,0,7,10,1280,5,2020,2025
8,15,half_ppr,1,2,2,1,2,1,1,5,10,1200,5,2020,2025
8,15,ppr,1,2,3,1,2,0,0,6,10,1200,4,2020,2025
12,23,ppr,1,2,2,1,2,0,0,15,9,2484,3,2021,2023
12,23,ppr,1,2,3,1,4,0,0,12,9,2484,2,2022,2023
10,24,ppr,1,2,2,1,3,0,0,15,9,2160,4,2021,2025
10,23,ppr,1,2,3,1,3,0,0,13,9,2070,3,2023,2025
12,18,half_ppr,1,2,2,1,2,1,1,8,9,1944,6,2020,2025
12,18,ppr,1,2,2,1,3,1,1,7,9,1944,4,2020,2023
12,17,half_ppr,1,2,3,1,1,1,1,7,9,1836,4,2021,2025
12,17,ppr,1,2,3,1,1,0,0,9,9,1836,4,2021,2024
12,17,ppr,1,2,3,1,2,0,1,7,9,1836,4,2020,2025
14,14,half_ppr,1,2,2,1,1,1,1,5,9,1764,6,2020,2025
14,14,ppr,1,2,2,1,1,1,1,0,9,1764,2,2021,2022
12,16,std,1,2,2,1,1,1,1,7,9,1728,5,2020,2025
10,19,ppr,1,2,2,1,1,1,1,10,9,1710,2,2024,2025
10,17,ppr,1,2,2,1,2,0,0,9,9,1530,3,2022,2024
12,14,ppr,1,2,2,1,1,0,0,7,9,1512,5,2021,2025
12,13,ppr,1,1,2,1,2,0,0,6,9,1404,3,2022,2025
12,13,ppr,1,2,2,1,2,0,0,0,9,1404,5,2021,2025
10,14,half_ppr,1,2,2,1,2,0,0,6,9,1260,5,2020,2025
12,25,ppr,1,2,2,1,3,0,0,16,8,2400,4,2021,2024
12,21,ppr,1,2,2,1,2,0,0,13,8,2016,2,2023,2025
12,20,ppr,1,2,3,1,2,1,1,9,8,1920,3,2020,2024
12,19,ppr,1,2,2,1,2,0,0,11,8,1824,4,2022,2025
10,22,ppr,1,2,2,1,4,0,0,12,8,1760,3,2021,2025
12,18,ppr,1,2,2,1,1,1,1,9,8,1728,4,2020,2024
12,17,half_ppr,1,2,2,1,1,1,1,8,8,1632,5,2020,2024
12,17,ppr,1,2,2,1,3,0,1,7,8,1632,5,2020,2025
12,16,ppr,1,2,3,1,1,0,1,7,8,1536,4,2021,2025
10,18,ppr,1,2,2,1,3,0,1,8,8,1440,6,2020,2025
10,18,ppr,1,2,2,1,4,0,0,8,8,1440,5,2020,2025
10,18,ppr,1,2,3,1,2,0,1,8,8,1440,5,2020,2025
12,15,ppr,1,2,2,1,2,1,0,6,8,1440,3,2023,2025
12,15,std,1,2,2,1,2,1,1,0,8,1440,2,2021,2022
10,17,half_ppr,1,2,2,1,2,1,1,7,8,1360,5,2020,2025
12,13,ppr,1,2,2,1,1,0,1,5,8,1248,5,2020,2025
12,13,ppr,1,2,2,1,1,1,1,4,8,1248,4,2021,2025
10,15,half_ppr,1,2,3,1,2,0,0,6,8,1200,5,2020,2025
10,15,ppr,1,2,2,1,2,1,1,6,8,1200,5,2021,2025
10,15,std,1,2,2,1,2,1,1,5,8,1200,5,2021,2025
10,14,ppr,1,2,2,1,1,0,1,5,8,1120,1,2021,2021
8,16,ppr,1,2,2,1,1,1,1,7,8,1024,5,2020,2025
8,15,ppr,1,2,2,1,3,0,1,5,8,960,3,2021,2025
12,27,ppr,1,2,2,1,3,0,0,18,7,2266,5,2021,2025
14,20,ppr,1,2,3,1,2,0,1,10,7,1960,1,2024,2024
12,23,ppr,1,2,3,1,2,0,0,14,7,1932,3,2022,2025
12,22,half_ppr,1,2,2,1,2,1,1,12,7,1848,1,2025,2025
12,22,ppr,1,2,3,1,1,0,0,12,7,1848,2,2021,2022
10,24,ppr,1,2,2,1,4,0,0,14,7,1680,4,2021,2025
14,16,ppr,1,2,3,1,3,0,0,6,7,1568,1,2025,2025
14,16,half_ppr,1,2,2,1,2,0,0,0,7,1567,1,2021,2021
12,18,half_ppr,1,2,3,1,1,1,1,8,7,1500,2,2021,2023
12,17,half_ppr,1,2,3,1,2,1,1,6,7,1428,5,2020,2024
12,17,ppr,1,2,2,1,4,0,0,7,7,1428,4,2020,2024
12,16,half_ppr,1,2,2,1,3,0,1,6,7,1344,4,2020,2023
10,18,half_ppr,1,2,3,1,1,1,1,8,7,1260,4,2020,2025
12,15,ppr,1,2,2,1,4,0,0,5,7,1260,3,2022,2025
10,17,ppr,1,2,2,1,1,1,1,8,7,1190,5,2020,2024
10,17,std,1,2,2,1,2,1,1,7,7,1190,5,2021,2025
12,14,half_ppr,1,2,3,1,1,0,1,5,7,1176,4,2021,2025
8,20,ppr,1,2,2,1,2,1,1,10,7,1120,5,2020,2025
10,16,half_ppr,1,2,3,1,2,0,0,7,7,1120,4,2021,2025
10,16,ppr,1,2,2,1,2,1,0,7,7,1120,4,2021,2025
10,15,half_ppr,1,2,2,1,3,0,1,5,7,1050,3,2020,2024
10,15,ppr,1,2,3,1,2,0,1,5,7,1050,3,2020,2024
10,14,ppr,1,2,2,1,2,1,0,5,7,977,4,2022,2025
8,16,ppr,1,2,3,1,2,1,1,5,7,896,5,2021,2025
8,15,half_ppr,1,2,2,1,1,1,1,6,7,840,4,2020,2023
8,15,ppr,1,2,2,1,2,1,1,0,7,840,4,2021,2024
12,22,ppr,1,1,1,0,7,0,0,12,6,1584,1,2024,2024
12,19,ppr,1,1,3,1,3,0,0,10,6,1368,1,2023,2023
12,19,ppr,1,2,2,1,4,0,0,9,6,1368,5,2021,2025
14,16,ppr,1,2,2,1,1,1,1,7,6,1344,4,2020,2025
14,16,ppr,1,2,3,1,2,1,1,5,6,1344,3,2021,2023
10,22,ppr,1,2,2,1,3,0,0,13,6,1320,2,2023,2024
12,18,half_ppr,1,2,2,1,3,1,1,7,6,1296,3,2020,2025
12,18,ppr,1,2,3,1,4,0,0,7,6,1296,3,2022,2025
14,15,half_ppr,1,2,2,1,2,0,1,6,6,1260,3,2020,2022
14,15,ppr,1,2,3,1,2,0,0,6,6,1260,4,2020,2025
12,17,half_ppr,1,2,2,1,2,0,1,8,6,1221,4,2020,2024
10,20,half_ppr,1,2,2,1,2,0,0,12,6,1200,4,2021,2025
10,20,ppr,1,2,3,1,1,0,0,12,6,1200,3,2022,2025
10,20,ppr,1,2,3,1,1,1,1,10,6,1200,4,2022,2025
14,14,ppr,1,2,2,1,3,0,0,5,6,1176,4,2021,2025
12,16,half_ppr,1,2,3,1,2,1,0,6,6,1152,1,2021,2021
12,16,half_ppr,1,2,3,1,2,1,1,5,6,1152,3,2023,2025
12,16,ppr,1,1,2,1,4,0,0,7,6,1152,2,2021,2022
12,16,ppr,1,2,2,1,4,0,0,6,6,1152,3,2021,2024
12,16,ppr,1,2,3,1,1,0,0,6,6,1152,2,2020,2024
12,15,half_ppr,1,2,2,1,3,0,1,5,6,1080,4,2022,2025
12,15,half_ppr,1,2,3,1,1,1,1,5,6,1080,3,2021,2025
12,15,half_ppr,1,2,3,1,2,0,1,5,6,1080,3,2021,2025
10,18,half_ppr,1,2,2,1,2,1,1,8,6,1079,4,2020,2023
12,15,ppr,1,2,2,1,2,1,1,6,6,1078,4,2022,2025
10,17,ppr,1,2,2,1,3,0,1,7,6,1020,4,2020,2025
12,14,ppr,1,2,2,1,2,1,0,5,6,985,2,2024,2025
10,16,ppr,1,2,2,1,1,1,0,8,6,960,6,2020,2025
10,15,half_ppr,1,2,3,1,2,0,1,5,6,900,5,2020,2025
10,14,ppr,1,2,2,1,0,1,1,5,6,840,3,2021,2023
8,15,ppr,1,2,2,1,3,0,0,6,6,720,5,2020,2025
8,14,ppr,1,2,2,1,3,0,0,5,6,672,5,2021,2025
8,13,ppr,1,2,2,1,1,0,0,6,6,624,2,2024,2025
8,13,ppr,1,2,2,1,2,0,0,5,6,624,2,2022,2025
10,32,ppr,1,5,5,1,0,0,0,20,5,1600,5,2021,2025
12,25,ppr,1,2,2,1,2,1,1,15,5,1500,4,2022,2025
12,25,ppr,1,2,2,1,4,0,0,15,5,1500,3,2022,2024
14,20,ppr,1,2,3,1,2,0,0,11,5,1400,3,2021,2024
12,23,half_ppr,1,2,2,1,2,0,0,15,5,1380,2,2024,2025
12,23,ppr,1,2,2,1,4,0,0,13,5,1380,3,2021,2023
12,23,ppr,1,2,3,1,1,0,0,15,5,1380,2,2023,2025
12,21,ppr,1,2,3,1,4,0,0,10,5,1260,3,2022,2025
