season,teams,rounds,scoring_type,slots_qb,slots_rb,slots_wr,slots_te,slots_flex,slots_k,slots_def,slots_bn,drafts,picks
2023,12,16,half_ppr,1,2,2,1,2,0,0,8,2,384
2023,12,16,half_ppr,1,2,3,1,2,0,0,7,2,384
2023,12,16,ppr,1,2,2,1,1,1,1,0,2,384
2023,12,16,ppr,1,2,2,1,3,1,1,5,2,384
2024,12,16,half_ppr,1,2,2,1,2,0,1,7,2,384
2024,12,16,half_ppr,1,2,2,1,2,1,0,7,2,384
2024,12,16,ppr,1,2,2,1,1,0,0,8,2,384
2024,12,16,ppr,1,2,2,1,2,1,0,7,2,384
2025,12,16,half_ppr,1,2,2,1,3,0,0,7,2,384
2025,12,16,half_ppr,1,2,3,1,1,1,1,6,2,384
2025,12,16,half_ppr,1,2,3,1,2,1,1,5,2,384
2025,12,16,ppr,1,1,1,1,5,0,0,7,2,384
2025,12,16,ppr,1,2,2,1,1,1,1,6,2,384
2025,12,16,ppr,1,2,2,1,2,0,0,8,2,384
2025,12,16,ppr,1,2,2,1,2,1,0,7,2,384
2025,12,16,ppr,1,2,3,1,1,0,1,7,2,384
2025,12,16,std,1,2,2,1,1,1,1,7,2,384
2020,10,19,ppr,1,2,2,1,3,1,1,8,2,380
2020,10,19,ppr,1,2,3,1,2,0,0,10,2,380
2022,10,19,half_ppr,1,2,3,1,2,0,0,10,2,380
2022,10,19,ppr,1,2,3,1,2,1,1,8,2,380
2022,10,19,ppr,1,2,3,1,3,0,0,9,2,380
2024,10,19,ppr,1,2,2,1,2,0,0,11,2,380
2024,10,19,ppr,1,2,2,1,3,0,0,10,2,380
2021,14,13,ppr,1,2,2,1,2,0,0,5,2,364
2022,14,13,ppr,1,2,2,1,2,0,0,5,2,364
2025,14,13,half_ppr,1,2,2,1,3,0,0,4,2,364
2025,14,13,ppr,1,2,2,1,3,0,0,4,2,364
2020,10,18,half_ppr,1,2,3,1,1,1,1,8,2,360
2020,10,18,half_ppr,1,2,3,1,2,1,1,7,2,360
2020,10,18,ppr,1,2,2,1,3,0,0,9,2,360
2020,10,18,ppr,1,2,3,1,1,1,1,8,2,360
2020,10,18,ppr,1,2,3,1,2,0,1,8,2,360
2020,12,15,half_ppr,1,2,2,1,0,1,1,6,2,360
2020,12,15,half_ppr,1,2,2,1,1,0,1,7,2,360
2020,12,15,ppr,1,2,2,1,0,1,1,6,2,360
2020,12,15,ppr,1,2,2,1,1,0,1,7,2,360
2020,12,15,ppr,1,2,3,1,1,0,0,7,2,360
2020,12,15,ppr,1,2,3,1,1,1,1,5,2,360
2020,12,15,ppr,1,2,3,1,3,0,0,5,2,360
2021,10,18,half_ppr,1,2,2,1,2,0,0,10,2,360
2021,10,18,ppr,1,2,2,1,2,0,0,8,2,360
2021,10,18,ppr,1,2,2,1,2,0,1,9,2,360
2021,10,18,ppr,1,2,2,1,3,0,1,8,2,360
2021,10,18,ppr,1,2,3,1,2,1,1,7,2,360
2021,12,15,half_ppr,1,2,2,1,0,1,1,6,2,360
2021,12,15,half_ppr,1,2,2,1,1,1,1,0,2,360
2021,12,15,half_ppr,1,2,2,1,2,0,0,7,2,360
2021,12,15,half_ppr,1,2,3,1,2,0,1,5,2,360
2021,12,15,ppr,1,2,2,1,2,0,0,6,2,360
2021,12,15,ppr,1,2,2,1,2,1,1,0,2,360
2021,12,15,ppr,1,2,2,1,3,0,0,0,2,360
2021,12,15,ppr,1,2,3,1,1,0,0,7,2,360
2021,12,15,std,1,2,2,1,2,1,1,5,2,360
2022,12,15,ppr,1,2,2,1,2,0,0,0,2,360
2022,12,15,ppr,1,2,2,1,2,0,1,0,2,360
2022,12,15,ppr,1,2,2,1,2,1,1,6,2,360
2023,10,18,ppr,1,2,2,1,4,0,0,8,2,360
2023,10,18,ppr,1,2,3,1,1,0,0,10,2,360
2023,10,18,ppr,1,2,3,1,1,1,1,8,2,360
2023,10,18,ppr,1,2,3,1,2,0,0,9,2,360
2023,10,18,ppr,1,2,3,1,4,0,0,7,2,360
2023,12,15,half_ppr,1,2,2,1,3,0,1,5,2,360
2023,12,15,ppr,1,2,2,1,0,1,1,6,2,360
2023,12,15,ppr,1,2,2,1,1,1,1,5,2,360
2023,12,15,ppr,1,3,3,1,2,0,0,5,2,360
2024,10,18,ppr,1,2,3,1,2,1,1,7,2,360
2024,12,15,half_ppr,1,2,2,1,1,0,1,6,2,360
2024,12,15,half_ppr,1,2,2,1,3,0,1,5,2,360
2024,12,15,std,1,2,2,1,0,1,1,6,2,360
2024,12,15,std,1,2,3,1,1,0,1,6,2,360
2025,10,18,ppr,1,2,2,1,3,0,1,8,2,360
2025,10,18,ppr,1,2,3,1,1,0,0,10,2,360
2025,10,18,ppr,1,2,3,1,3,0,0,8,2,360
2025,10,18,std,1,2,2,1,2,0,0,10,2,360
2025,12,15,half_ppr,1,2,2,1,1,0,1,6,2,360
2025,12,15,half_ppr,1,2,2,1,3,0,0,6,2,360
2025,12,15,half_ppr,1,2,3,1,1,1,1,5,2,360
2025,12,15,half_ppr,1,2,3,1,2,0,0,6,2,360
2025,12,15,ppr,1,2,2,1,2,1,0,6,2,360
2025,12,15,ppr,1,2,3,1,1,0,0,7,2,360
2025,12,15,ppr,1,2,3,1,3,0,0,5,2,360
2025,12,15,std,1,2,2,1,0,1,1,6,2,360
2025,12,15,std,1,2,2,1,2,0,0,7,2,360
2024,12,15,ppr,1,2,2,1,2,1,1,6,2,358
2021,8,22,ppr,1,2,3,1,3,1,1,10,2,352
2022,8,22,half_ppr,1,2,3,1,2,0,1,12,2,352
2024,8,22,ppr,1,2,2,1,2,1,1,12,2,352
2020,10,17,ppr,1,2,2,1,1,1,1,8,2,340
2020,10,17,ppr,1,2,2,1,2,0,1,8,2,340
2020,10,17,ppr,1,2,2,1,3,0,1,7,2,340
2020,10,17,ppr,1,2,3,1,2,0,1,7,2,340
2020,10,17,ppr,1,2,3,1,2,1,1,6,2,340
2020,10,17,ppr,1,2,3,1,3,0,1,6,2,340
2021,10,17,ppr,1,2,2,1,3,1,1,6,2,340
2021,10,17,std,1,2,2,1,2,1,1,7,2,340
2022,10,17,half_ppr,1,2,2,1,3,0,1,7,2,340
2022,10,17,ppr,1,2,2,1,1,1,1,8,2,340
2022,10,17,ppr,1,2,2,1,3,0,0,8,2,340
2022,10,17,ppr,1,2,2,1,3,1,1,6,2,340
2022,10,17,std,1,2,2,1,2,1,1,7,2,340
2023,10,17,half_ppr,1,2,2,1,2,1,1,7,2,340
2023,10,17,ppr,1,2,3,0,3,0,0,8,2,340
2023,10,17,ppr,1,2,3,1,2,0,0,8,2,340
2024,10,17,ppr,1,2,2,1,2,0,0,7,2,340
2025,10,17,ppr,1,2,2,1,3,0,1,7,2,340
2025,10,17,ppr,1,2,3,1,3,0,0,7,2,340
2020,12,14,half_ppr,1,2,2,1,3,0,0,5,2,336
2020,12,14,ppr,1,2,2,1,1,0,1,6,2,336
2021,12,14,half_ppr,1,2,3,1,1,0,1,5,2,336
2021,12,14,half_ppr,1,2,3,1,2,0,0,5,2,336
2021,12,14,ppr,1,2,2,1,1,0,0,7,2,336
2021,12,14,ppr,1,2,3,1,1,0,0,6,2,336
2022,12,14,half_ppr,1,2,2,1,1,1,1,6,2,336
2022,12,14,half_ppr,1,2,3,1,1,0,1,0,2,336
2022,12,14,ppr,1,2,2,1,2,0,0,5,2,336
2022,12,14,ppr,1,2,2,1,2,1,1,4,2,336
2023,12,14,half_ppr,1,1,3,2,2,0,0,5,2,336
2023,12,14,half_ppr,1,2,2,1,2,0,0,0,2,336
2023,12,14,half_ppr,1,2,3,1,1,0,0,6,2,336
2023,12,14,ppr,1,2,2,1,1,0,0,7,2,336
2024,12,14,half_ppr,1,2,2,1,1,0,1,6,2,336
2024,12,14,half_ppr,1,2,3,1,1,0,0,6,2,336
2024,12,14,ppr,1,2,2,1,0,1,1,6,2,336
2024,12,14,ppr,1,2,2,1,2,1,1,4,2,336
2024,12,14,ppr,1,2,3,1,1,1,1,4,2,336
2025,12,14,half_ppr,1,2,2,1,3,0,0,5,2,336
2025,12,14,half_ppr,1,2,3,1,2,0,0,5,2,336
2025,12,14,ppr,1,2,2,1,1,0,1,6,2,336
2025,12,14,std,1,2,2,1,1,1,1,5,2,336
2025,14,12,ppr,1,2,2,1,3,0,0,3,2,336
2024,12,14,ppr,1,2,2,1,2,1,0,5,2,325
2020,10,16,half_ppr,1,2,2,1,2,0,1,7,2,320
2020,10,16,half_ppr,1,2,2,1,3,0,0,7,2,320
2020,10,16,half_ppr,1,2,3,1,2,1,1,5,2,320
2020,10,16,ppr,1,2,3,1,1,1,1,6,2,320
2021,10,16,half_ppr,1,2,2,1,2,0,0,8,2,320
2021,10,16,half_ppr,1,2,2,1,3,0,0,7,2,320
2021,10,16,half_ppr,1,2,2,1,3,0,1,6,2,320
2021,10,16,ppr,1,2,2,1,2,0,0,6,2,320
2021,10,16,ppr,1,2,2,1,3,0,1,6,2,320
2021,10,16,ppr,1,2,2,1,4,0,0,6,2,320
2021,10,16,std,1,2,2,1,1,1,1,7,2,320
2022,10,16,half_ppr,1,2,3,1,1,1,1,6,2,320
2022,10,16,half_ppr,1,2,3,1,2,0,1,6,2,320
2022,10,16,ppr,1,2,2,1,2,1,0,7,2,320
2022,10,16,ppr,1,2,2,1,2,1,1,0,2,320
2023,10,16,half_ppr,1,2,3,1,2,1,1,5,2,320
2023,10,16,ppr,1,2,2,1,3,0,0,6,2,320
2023,10,16,ppr,1,2,2,1,3,1,0,6,2,320
2024,10,16,half_ppr,1,2,2,1,1,1,1,7,2,320
2024,10,16,ppr,1,2,3,1,1,1,1,6,2,320
2025,10,16,ppr,1,2,2,1,1,0,1,6,2,320
2025,10,16,ppr,1,2,2,1,1,1,1,6,2,320
2025,10,16,ppr,1,2,2,1,4,0,0,6,2,320
2025,10,16,ppr,1,2,3,1,1,0,1,7,2,320
2020,12,13,half_ppr,1,2,3,1,1,0,0,5,2,312
2020,12,13,ppr,1,2,2,1,1,0,1,5,2,312
2020,12,13,ppr,1,2,3,1,1,0,0,5,2,312
2021,12,13,ppr,1,2,3,1,1,0,0,0,2,312
2022,12,13,ppr,1,2,2,1,1,1,1,4,2,312
2022,12,13,ppr,1,2,2,1,3,0,0,4,2,312
2022,12,13,ppr,1,2,3,1,1,0,0,5,2,312
2023,12,13,ppr,1,2,2,1,1,0,1,5,2,312
2024,12,13,half_ppr,1,2,2,1,1,0,1,5,2,312
2024,12,13,ppr,1,2,2,1,1,1,0,5,2,312
2025,12,13,ppr,1,1,2,1,3,0,0,5,2,312
2025,12,13,ppr,1,2,2,1,1,0,1,5,2,312
2023,8,19,ppr,1,2,3,1,2,0,0,10,2,304
2020,10,15,half_ppr,1,2,3,1,1,0,1,6,2,300
2020,10,15,ppr,1,2,2,1,3,0,1,5,2,300
2020,10,15,ppr,1,2,3,1,1,1,1,5,2,300
2020,10,15,ppr,1,2,3,1,2,0,0,6,2,300
2020,10,15,ppr,1,2,3,1,2,0,1,5,2,300
2021,10,15,half_ppr,1,2,3,1,1,1,1,5,2,300
2021,10,15,ppr,1,1,1,1,2,0,0,9,2,300
2021,10,15,ppr,1,2,2,1,1,0,1,0,2,300
2021,10,15,ppr,1,2,2,1,2,0,0,5,2,300
2021,10,15,ppr,1,2,2,1,2,1,1,6,2,300
2021,10,15,ppr,1,2,2,1,3,0,1,5,2,300
2021,10,15,ppr,1,2,2,2,2,2,0,4,2,300
2021,10,15,ppr,1,2,3,1,2,0,1,5,2,300
2021,10,15,std,1,2,2,1,1,1,1,6,2,300
2021,10,15,std,1,2,2,1,2,1,1,0,2,300
2022,10,15,ppr,1,2,2,1,1,1,1,5,2,300
2022,10,15,ppr,1,2,2,1,2,1,1,6,2,300
2022,10,15,ppr,1,2,2,1,3,0,1,5,2,300
2022,10,15,ppr,1,2,3,1,1,0,0,7,2,300
2022,10,15,std,1,2,2,1,1,1,1,6,2,300
2022,10,15,std,1,2,2,1,2,1,1,5,2,300
2023,10,15,half_ppr,1,2,2,1,3,0,1,5,2,300
2023,10,15,half_ppr,1,2,2,1,3,1,0,5,2,300
2024,10,15,half_ppr,1,2,2,1,2,0,0,7,2,300
2024,10,15,half_ppr,1,2,2,1,2,0,1,6,2,300
2024,10,15,half_ppr,1,2,3,1,2,0,1,5,2,300
2024,10,15,ppr,1,2,2,1,2,1,1,7,2,300
2024,10,15,ppr,1,2,2,1,3,0,1,5,2,300
2024,10,15,std,1,2,2,1,2,1,1,0,2,300
2025,10,15,half_ppr,1,2,2,1,2,0,0,7,2,300
2025,10,15,ppr,1,2,2,1,0,1,1,6,2,300
2025,10,15,ppr,1,2,2,1,2,1,0,6,2,300
2025,10,15,ppr,1,2,2,1,2,1,1,6,2,300
2021,12,12,ppr,1,2,2,1,1,0,0,5,2,288
2021,12,12,ppr,1,2,2,1,2,0,0,4,2,288
2020,10,14,half_ppr,1,2,2,1,2,0,0,6,2,280
2021,10,14,half_ppr,1,2,2,1,2,0,1,5,2,280
2021,10,14,half_ppr,1,2,3,1,2,0,0,5,2,280
2021,10,14,ppr,1,2,2,1,0,1,1,5,2,280
2021,10,14,ppr,1,2,2,1,2,0,1,0,2,280
2021,10,14,ppr,1,2,3,1,1,0,0,6,2,280
2022,10,14,half_ppr,1,2,2,1,2,0,0,6,2,280
2022,10,14,half_ppr,1,2,2,1,2,0,1,5,2,280
2022,10,14,ppr,1,2,2,0,3,0,0,6,2,280
2022,10,14,ppr,1,2,2,1,2,0,0,0,2,280
2022,10,14,ppr,1,2,3,1,1,0,1,5,2,280
2022,10,14,std,1,2,2,1,2,0,1,5,2,280
2023,10,14,half_ppr,1,2,2,1,1,1,1,5,2,280
2023,10,14,half_ppr,1,2,2,1,2,0,0,6,2,280
2023,10,14,ppr,1,2,2,1,2,1,0,5,2,280
2023,10,14,ppr,1,2,3,1,1,0,0,6,2,280
2024,10,14,half_ppr,1,2,2,1,2,0,0,6,2,280
2024,10,14,half_ppr,1,2,2,1,3,0,0,5,2,280
2024,10,14,ppr,1,2,2,1,2,1,0,5,2,280
2024,10,14,ppr,1,2,3,1,1,0,0,6,2,280
2024,10,14,ppr,1,2,3,1,2,0,0,5,2,280
2025,10,14,ppr,1,2,2,1,1,0,0,5,2,280
2025,10,14,ppr,1,2,2,1,2,1,0,5,2,277
2021,8,17,half_ppr,1,2,3,1,2,1,1,6,2,272
2021,8,17,ppr,1,2,2,1,2,1,1,7,2,272
2023,8,17,ppr,1,2,3,1,2,1,1,6,2,272
2024,8,17,ppr,1,2,2,1,3,0,0,8,2,272
2024,8,17,ppr,1,2,2,1,3,1,1,6,2,272
2024,8,17,ppr,1,2,2,2,2,1,1,6,2,272
2025,8,17,ppr,1,2,3,1,2,1,0,7,2,272
2020,10,13,ppr,1,2,2,1,2,0,0,5,2,260
2023,10,13,half_ppr,1,2,2,1,2,0,0,5,2,260
2023,10,13,ppr,1,2,2,1,1,0,0,6,2,260
2024,10,13,ppr,1,2,2,1,2,0,0,0,2,260
2020,8,16,half_ppr,1,2,2,1,1,1,1,7,2,256
2021,8,16,half_ppr,1,2,2,1,1,1,1,7,2,256
2021,8,16,half_ppr,1,2,2,1,2,1,1,6,2,256
2021,8,16,ppr,1,2,2,1,3,1,1,5,2,256
2022,8,16,half_ppr,1,2,2,1,2,1,1,6,2,256
2022,8,16,ppr,1,2,2,1,3,0,0,7,2,256
2023,8,16,ppr,1,2,2,1,4,0,0,6,2,256
2023,8,16,ppr,1,2,3,1,2,1,0,6,2,256
2023,8,16,std,1,2,2,1,1,1,1,7,2,256
2024,8,16,half_ppr,1,2,0,0,1,1,1,7,2,256
2024,8,16,ppr,1,2,2,1,3,0,0,7,2,256
2025,8,16,ppr,1,2,2,1,1,1,1,7,2,256
2025,8,16,ppr,1,2,2,1,3,0,1,6,2,256
2020,8,15,ppr,1,2,2,1,2,0,1,5,2,240
2020,8,15,ppr,1,2,3,1,1,1,1,5,2,240
2021,8,15,ppr,1,2,2,1,3,0,1,5,2,240
2021,8,15,ppr,1,2,3,1,1,1,1,5,2,240
2021,10,12,ppr,1,1,1,1,1,0,0,6,2,240
2022,8,15,ppr,1,2,2,1,1,1,1,0,2,240
2022,8,15,ppr,1,2,2,1,2,0,0,7,2,240
2022,8,15,ppr,1,2,2,1,2,1,1,0,2,240
2022,8,15,ppr,1,2,2,1,3,0,0,6,2,240
2022,10,12,ppr,1,2,2,1,1,0,0,0,2,240
2023,8,15,ppr,1,2,2,1,4,0,0,5,2,240
2023,8,15,ppr,1,2,3,1,2,0,1,5,2,240
2023,10,12,ppr,1,2,2,1,1,0,0,5,2,240
2025,8,15,ppr,1,2,2,1,1,1,1,6,2,240
2025,8,15,ppr,1,2,3,1,2,0,0,6,2,240
2025,10,12,ppr,1,2,2,1,2,0,0,0,2,240
2022,10,12,ppr,1,2,2,1,2,1,1,2,2,239
2021,8,14,ppr,1,2,2,1,2,0,0,6,2,224
2022,8,14,ppr,1,2,2,1,1,1,1,5,2,224
2022,8,14,ppr,1,2,2,1,2,0,0,6,2,224
2022,8,14,ppr,1,2,2,1,3,0,0,5,2,224
2023,8,14,ppr,1,2,2,1,1,1,1,5,2,224
2023,8,14,ppr,1,2,2,1,2,0,0,6,2,224
2024,8,14,ppr,1,2,2,1,1,1,1,5,2,224
2025,8,14,ppr,1,2,2,1,1,1,1,5,2,224
2024,14,32,ppr,1,2,3,1,3,1,1,20,1,448
2022,14,32,ppr,1,2,2,1,5,0,0,21,1,447
2024,12,37,ppr,1,2,2,1,2,1,1,27,1,444
2022,12,35,half_ppr,1,2,3,1,2,0,0,26,1,420
2023,12,35,half_ppr,1,2,3,1,2,0,0,26,1,420
2024,12,35,ppr,1,2,3,1,4,0,0,24,1,420
2025,14,30,ppr,1,2,3,1,3,0,0,20,1,420
2023,12,31,ppr,1,2,3,1,2,0,0,22,1,372
2024,14,26,std,1,2,3,1,3,0,0,16,1,364
2021,10,36,ppr,1,2,2,1,2,1,1,25,1,360
2022,12,30,ppr,1,2,3,1,1,0,0,22,1,360
2022,12,30,ppr,1,2,3,1,3,0,0,24,1,360
2023,12,30,ppr,1,2,3,1,3,0,0,20,1,360
2024,12,30,half_ppr,1,2,3,1,2,0,0,21,1,360
2024,12,30,ppr,1,2,3,1,4,0,0,19,1,360
2025,12,30,ppr,1,1,1,1,6,0,0,20,1,360
2021,12,30,ppr,1,2,3,1,1,0,0,22,1,358
2020,14,25,ppr,1,2,2,1,0,0,1,16,1,350
2025,14,25,std,1,2,3,1,4,0,0,14,1,350
2021,14,25,ppr,1,2,2,1,6,0,0,13,1,349
2022,12,29,ppr,1,2,2,1,1,0,0,20,1,348
2024,12,29,ppr,1,2,3,1,4,0,0,18,1,348
2022,12,29,ppr,1,2,2,0,4,0,0,20,1,347
2021,12,28,ppr,1,2,3,1,3,1,1,16,1,336
2021,14,24,ppr,1,2,2,1,5,0,0,13,1,336
2022,12,28,ppr,1,2,2,1,2,1,1,18,1,336
2022,12,28,ppr,1,2,3,1,1,0,0,20,1,336
2022,12,28,ppr,1,2,3,1,4,0,0,17,1,336
2022,14,24,half_ppr,1,2,3,1,1,1,1,14,1,336
2022,14,24,half_ppr,1,2,3,1,3,0,0,14,1,336
2022,14,24,ppr,1,2,3,1,5,1,1,10,1,336
2022,14,24,ppr,1,2,4,1,4,0,0,12,1,336
2023,12,28,ppr,1,2,3,1,4,0,0,15,1,336
2023,14,24,ppr,1,2,2,1,2,1,1,14,1,336
2025,12,28,ppr,1,2,2,1,1,0,1,20,1,336
2025,14,24,ppr,1,2,3,1,3,0,0,14,1,336
2025,14,24,std,1,3,2,1,3,0,0,14,1,336
2022,10,33,ppr,1,2,3,1,5,0,1,20,1,330
2022,12,27,ppr,1,2,2,1,3,0,0,18,1,324
2024,12,27,ppr,1,2,2,1,3,0,0,18,1,324
2025,12,27,ppr,1,2,2,1,3,0,0,18,1,324
2021,12,27,ppr,1,2,2,1,3,0,0,18,1,322
2023,14,23,half_ppr,1,2,3,1,3,0,0,13,1,322
2025,14,23,half_ppr,1,2,3,1,4,0,0,12,1,322
2025,14,23,ppr,1,3,4,2,3,0,0,10,1,322
2025,14,23,std,1,2,3,1,4,0,0,12,1,322
2021,10,32,ppr,1,5,5,1,0,0,0,20,1,320
2022,10,32,ppr,1,5,5,1,0,0,0,20,1,320
2023,10,32,ppr,1,2,3,1,5,0,0,20,1,320
2023,10,32,ppr,1,5,5,1,0,0,0,20,1,320
2024,10,32,ppr,1,5,5,1,0,0,0,20,1,320
2025,10,32,ppr,1,5,5,1,0,0,0,20,1,320
2021,12,26,ppr,1,1,1,1,7,0,0,15,1,312
2021,12,26,ppr,1,2,3,1,3,0,1,15,1,312
2022,12,26,ppr,1,2,2,1,2,1,1,16,1,312
2022,12,26,ppr,1,2,2,1,3,0,0,17,1,312
2022,12,26,ppr,1,2,3,1,2,0,0,17,1,312
2023,12,26,half_ppr,1,2,2,1,3,0,0,17,1,312
2023,12,26,ppr,1,2,2,1,4,0,0,16,1,312
2023,12,26,ppr,1,2,3,1,2,0,0,15,1,312
2023,12,26,ppr,1,2,3,1,2,0,0,17,1,312
2023,12,26,ppr,1,2,3,1,4,0,0,15,1,312
2024,12,26,ppr,1,2,3,1,3,0,0,16,1,312
2024,12,26,ppr,1,3,3,2,3,0,0,14,1,312
2025,12,26,ppr,1,2,2,1,2,0,0,15,1,312
2025,12,26,ppr,1,2,3,1,2,1,1,15,1,312
2022,10,31,ppr,1,2,3,1,5,0,0,19,1,310
2021,14,22,half_ppr,1,2,2,1,3,0,0,13,1,308
2022,14,22,ppr,1,2,2,1,4,0,0,12,1,308
2022,14,22,ppr,1,2,3,1,2,0,0,13,1,308
2022,14,22,ppr,1,2,3,1,4,0,0,11,1,308
2023,14,22,ppr,1,1,1,2,2,0,0,14,1,308
2023,14,22,ppr,1,2,3,1,3,0,0,12,1,308
2023,14,22,std,1,3,3,2,2,1,1,9,1,308
2024,14,22,ppr,1,2,2,1,1,0,1,12,1,308
2025,14,22,ppr,1,2,2,2,3,1,1,10,1,308
2021,10,30,ppr,1,3,1,1,6,0,0,18,1,300
2021,12,25,ppr,1,2,2,1,3,0,0,16,1,300
2021,12,25,ppr,1,2,2,1,6,0,0,13,1,300
2021,12,25,ppr,1,2,3,1,2,0,0,16,1,300
2021,12,25,ppr,1,2,3,1,4,0,1,13,1,300
2021,12,25,std,1,2,3,1,3,0,0,15,1,300
2022,12,25,half_ppr,1,2,2,1,3,0,0,16,1,300
2022,12,25,ppr,1,2,2,1,4,0,0,15,1,300
2022,12,25,ppr,1,2,3,1,2,0,0,15,1,300
2022,12,25,ppr,1,2,3,1,2,0,0,16,1,300
2022,12,25,ppr,1,3,3,1,3,0,0,14,1,300
2023,10,30,ppr,1,3,3,1,7,0,0,15,1,300
2023,12,25,half_ppr,1,2,3,1,2,0,0,15,1,300
2023,12,25,ppr,1,2,2,1,2,1,1,15,1,300
2023,12,25,ppr,1,2,2,1,3,0,0,16,1,300
2023,12,25,ppr,1,2,2,2,4,0,0,14,1,300
2023,12,25,ppr,1,2,3,1,1,1,1,15,1,300
2023,12,25,ppr,1,2,3,1,2,0,0,16,1,300
2023,12,25,ppr,1,2,3,1,3,0,0,15,1,300
2023,12,25,ppr,1,2,3,1,3,0,1,14,1,300
2023,12,25,ppr,1,2,3,1,4,0,0,14,1,300
2024,12,25,half_ppr,1,2,2,1,2,1,1,15,1,300
2024,12,25,ppr,1,2,2,1,2,1,1,15,1,300
2024,12,25,ppr,1,2,2,1,4,0,0,15,1,300
2024,12,25,ppr,1,2,3,1,1,1,1,15,1,300
2025,10,30,half_ppr,1,2,2,1,2,1,1,20,1,300
2025,10,30,ppr,1,2,2,2,4,0,0,19,1,300
2025,10,30,ppr,1,2,5,1,2,0,0,19,1,300
2025,10,30,ppr,1,3,1,1,6,0,0,18,1,300
2025,10,30,ppr,1,3,2,1,4,0,0,19,1,300
2025,12,25,half_ppr,1,2,3,0,2,0,0,17,1,300
2025,12,25,ppr,1,2,2,1,2,1,1,15,1,300
2025,12,25,std,1,2,2,1,4,0,0,15,1,300
2020,14,21,ppr,1,2,3,1,2,0,0,12,1,294
2021,14,21,ppr,1,2,2,1,3,1,1,10,1,294
2021,14,21,ppr,1,2,3,1,2,0,0,12,1,294
2021,14,21,ppr,1,2,3,1,3,0,0,11,1,294
2021,14,21,std,1,2,2,1,3,0,0,12,1,294
2022,14,21,ppr,1,2,3,1,3,0,0,11,1,294
2025,14,21,ppr,1,2,2,1,3,0,0,12,1,294
2025,14,21,ppr,1,2,3,1,4,0,0,10,1,294
2022,10,29,ppr,1,2,3,1,4,0,0,18,1,290
2020,12,24,ppr,1,2,3,1,2,1,1,13,1,288
2020,12,24,std,1,2,3,1,3,0,0,14,1,288
2021,12,24,ppr,1,2,2,1,2,0,0,16,1,288
2021,12,24,ppr,1,2,2,1,3,0,0,15,1,288
2021,12,24,ppr,1,2,2,1,4,0,0,14,1,288
2021,12,24,ppr,1,2,2,1,4,1,0,13,1,288
2021,12,24,ppr,1,2,2,1,5,0,0,13,1,288
2021,12,24,ppr,1,2,3,1,1,1,0,14,1,288
2021,12,24,ppr,1,2,3,1,2,0,0,15,1,288
2021,12,24,ppr,1,2,3,1,3,1,1,12,1,288
2021,12,24,std,1,2,2,1,3,0,0,15,1,288
2021,12,24,std,1,2,3,1,2,0,0,15,1,288
2022,12,24,half_ppr,1,2,3,1,2,0,1,14,1,288
2022,12,24,ppr,1,2,2,1,2,0,0,14,1,288
2022,12,24,ppr,1,2,2,1,2,1,1,14,1,288
2022,12,24,ppr,1,2,2,1,3,0,0,14,1,288
2022,12,24,ppr,1,2,3,1,1,0,0,14,1,288
2022,12,24,ppr,1,2,3,1,1,1,1,14,1,288
2022,12,24,ppr,1,2,3,1,2,0,0,14,1,288
2023,12,24,half_ppr,1,2,2,1,3,0,0,15,1,288
2023,12,24,half_ppr,1,2,3,1,3,0,0,14,1,288
2023,12,24,ppr,1,2,2,1,2,1,1,14,1,288
2023,12,24,ppr,1,2,2,1,4,0,0,14,1,288
2023,12,24,ppr,1,2,3,1,3,0,0,14,1,288
2024,12,24,half_ppr,1,2,2,1,3,0,0,15,1,288
2024,12,24,half_ppr,1,2,3,0,2,0,0,16,1,288
2024,12,24,ppr,1,2,2,1,2,0,0,16,1,288
2024,12,24,ppr,1,2,3,1,2,0,0,15,1,288
2025,12,24,ppr,1,2,2,1,2,0,0,16,1,288
2025,12,24,ppr,1,2,2,1,3,0,0,14,1,288
2025,12,24,ppr,1,2,2,1,3,0,0,15,1,288
2025,12,24,ppr,1,2,2,1,4,0,0,14,1,288
2025,12,24,ppr,1,2,2,1,5,0,0,13,1,288
2020,14,20,ppr,1,2,3,2,2,0,0,10,1,280
2021,10,28,ppr,1,2,2,2,2,1,1,13,1,280
2021,14,20,ppr,1,2,2,1,4,0,0,10,1,280
2021,14,20,ppr,1,2,3,1,1,1,1,10,1,280
2022,8,35,ppr,1,3,3,1,5,0,2,20,1,280
2022,10,28,ppr,1,2,2,1,2,1,1,18,1,280
2022,10,28,ppr,1,2,4,1,4,0,0,16,1,280
2022,14,20,half_ppr,1,2,2,1,2,1,1,10,1,280
2022,14,20,half_ppr,1,2,3,1,1,1,1,10,1,280
2022,14,20,half_ppr,1,2,3,1,3,0,0,10,1,280
2022,14,20,ppr,1,1,2,1,5,0,0,10,1,280
2022,14,20,ppr,1,1,3,1,2,1,1,10,1,280
2022,14,20,ppr,1,2,2,1,2,0,0,12,1,280
2023,10,28,ppr,1,2,3,1,5,0,0,16,1,280
2023,14,20,ppr,1,2,2,1,1,0,0,12,1,280
2023,14,20,ppr,1,2,2,1,2,0,0,12,1,280
2023,14,20,ppr,1,2,2,1,3,0,0,11,1,280
2024,10,28,ppr,1,2,2,1,4,0,0,18,1,280
